fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Id
7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,5,630
7.2,0.63,0.03,2.2,0.08,17,88,0.99745,3.53,0.58,9.8,6,631
7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,6,632
8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,7,633
7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,6,634
8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,7,635
8.9,0.31,0.36,2.6,0.056,10,39,0.99562,3.4,0.69,11.8,5,636
7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,7,637
7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,7,638
6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,7,639
7.2,0.54,0.27,2.6,0.084,12,78,0.9964,3.39,0.71,11,5,640
6.1,0.56,0,2.2,0.079,6,9,0.9948,3.59,0.54,11.5,6,641
7.4,0.52,0.13,2.4,0.078,34,61,0.99528,3.43,0.59,10.8,6,642
9.3,0.38,0.48,3.8,0.132,3,11,0.99577,3.23,0.57,13.2,6,643
9.1,0.28,0.46,9,0.114,3,9,0.99901,3.18,0.6,10.9,6,644
10,0.46,0.44,2.9,0.065,4,8,0.99674,3.33,0.62,12.2,6,645
8.6,0.315,0.4,2.2,0.079,3,6,0.99512,3.27,0.67,11.9,6,646
5.3,0.715,0.19,1.5,0.161,7,62,0.99395,3.62,0.61,11,5,647
6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,6,648
8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,6,649
8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,6,650
9.6,0.41,0.37,2.3,0.091,10,23,0.99786,3.24,0.56,10.5,5,651
8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,6,652
8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,5,653
8.6,0.22,0.36,1.9,0.064,53,77,0.99604,3.47,0.87,11,7,654
9.4,0.24,0.33,2.3,0.061,52,73,0.99786,3.47,0.9,10.2,6,655
8.4,0.67,0.19,2.2,0.093,11,75,0.99736,3.2,0.59,9.2,4,656
8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,5,657
8.7,0.33,0.38,3.3,0.063,10,19,0.99468,3.3,0.73,12,7,658
7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,5,659
7.6,0.4,0.29,1.9,0.078,29,66,0.9971,3.45,0.59,9.5,6,660
6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,5,661
8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,6,662
6.2,0.46,0.17,1.6,0.073,7,11,0.99425,3.61,0.54,11.4,5,663
9.9,0.27,0.49,5,0.082,9,17,0.99484,3.19,0.52,12.5,7,664
10.1,0.43,0.4,2.6,0.092,13,52,0.99834,3.22,0.64,10,7,665
8.3,0.3,0.49,3.8,0.09,11,24,0.99498,3.27,0.64,12.1,7,666
10.2,0.44,0.58,4.1,0.092,11,24,0.99745,3.29,0.99,12,7,667
8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,7,668
8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7,669
8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7,670
8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,7,671
8.2,0.31,0.4,2.2,0.058,6,10,0.99536,3.31,0.68,11.2,7,672
10.2,0.34,0.48,2.1,0.052,5,9,0.99458,3.2,0.69,12.1,7,673
8.5,0.21,0.52,1.9,0.09,9,23,0.99648,3.36,0.67,10.4,5,674
9,0.36,0.52,2.1,0.111,5,10,0.99568,3.31,0.62,11.3,6,675
6.4,0.57,0.12,2.3,0.12,25,36,0.99519,3.47,0.71,11.3,7,676
8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,6,677
7.1,0.56,0.14,1.6,0.078,7,18,0.99592,3.27,0.62,9.3,5,678
6.6,0.57,0.02,2.1,0.115,6,16,0.99654,3.38,0.69,9.5,5,679
8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,6,680
8.5,0.66,0.2,2.1,0.097,23,113,0.99733,3.13,0.48,9.2,5,681
9,0.4,0.43,2.4,0.068,29,46,0.9943,3.2,0.6,12.2,6,682
10.4,0.26,0.48,1.9,0.066,6,10,0.99724,3.33,0.87,10.9,6,683
8.8,0.33,0.41,5.9,0.073,7,13,0.99658,3.3,0.62,12.1,7,684
7.2,0.41,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4,5,685
8.4,0.59,0.29,2.6,0.109,31,119,0.99801,3.15,0.5,9.1,5,686
7,0.4,0.32,3.6,0.061,9,29,0.99416,3.28,0.49,11.3,7,687
9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,6,688
9.5,0.86,0.26,1.9,0.079,13,28,0.99712,3.25,0.62,10,5,689
7.3,0.52,0.32,2.1,0.07,51,70,0.99418,3.34,0.82,12.9,6,690
9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,6,691
7.4,0.58,0,2,0.064,7,11,0.99562,3.45,0.58,11.3,6,692
7.1,0.36,0.3,1.6,0.08,35,70,0.99693,3.44,0.5,9.4,5,693
7.7,0.39,0.12,1.7,0.097,19,27,0.99596,3.16,0.49,9.4,5,694
9.7,0.295,0.4,1.5,0.073,14,21,0.99556,3.14,0.51,10.9,6,695
7.7,0.39,0.12,1.7,0.097,19,27,0.99596,3.16,0.49,9.4,5,696
7.1,0.34,0.28,2,0.082,31,68,0.99694,3.45,0.48,9.4,5,697
7.1,0.34,0.28,2,0.082,31,68,0.99694,3.45,0.48,9.4,5,698
7.7,0.6,0.06,2,0.079,19,41,0.99697,3.39,0.62,10.1,6,699
8.9,0.84,0.34,1.4,0.05,4,10,0.99554,3.12,0.48,9.1,6,700
6.4,0.69,0,1.65,0.055,7,12,0.99162,3.47,0.53,12.9,6,701
7.5,0.43,0.3,2.2,0.062,6,12,0.99495,3.44,0.72,11.5,7,702
8.2,0.43,0.29,1.6,0.081,27,45,0.99603,3.25,0.54,10.3,5,703
6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,7,704
9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,7,705
9.1,0.3,0.34,2,0.064,12,25,0.99516,3.26,0.84,11.7,7,706
8.9,0.35,0.4,3.6,0.11,12,24,0.99549,3.23,0.7,12,7,707
8.9,0.28,0.45,1.7,0.067,7,12,0.99354,3.25,0.55,12.3,7,708
8.9,0.32,0.31,2,0.088,12,19,0.9957,3.17,0.55,10.4,6,709
7.7,1.005,0.15,2.1,0.102,11,32,0.99604,3.23,0.48,10,5,710
7.5,0.71,0,1.6,0.092,22,31,0.99635,3.38,0.58,10,6,711
8,0.58,0.16,2,0.12,3,7,0.99454,3.22,0.58,11.2,6,712
8.9,0.38,0.4,2.2,0.068,12,28,0.99486,3.27,0.75,12.6,7,713
8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,6,714
7,0.5,0.14,1.8,0.078,10,23,0.99636,3.53,0.61,10.4,5,715
11.3,0.36,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9,6,716
11.3,0.36,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9,6,717
7,0.51,0.09,2.1,0.062,4,9,0.99584,3.35,0.54,10.5,5,718
8.2,0.32,0.42,2.3,0.098,3,9,0.99506,3.27,0.55,12.3,6,719
7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,7,720
8.6,0.83,0,2.8,0.095,17,43,0.99822,3.33,0.6,10.4,6,721
7.9,0.31,0.32,1.9,0.066,14,36,0.99364,3.41,0.56,12.6,6,722
6.4,0.795,0,2.2,0.065,28,52,0.99378,3.49,0.52,11.6,5,723
7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,7,724
8.1,0.82,0,4.1,0.095,5,14,0.99854,3.36,0.53,9.6,5,725
8.9,0.745,0.18,2.5,0.077,15,48,0.99739,3.2,0.47,9.7,6,726
10.1,0.37,0.34,2.4,0.085,5,17,0.99683,3.17,0.65,10.6,7,727
7.6,0.31,0.34,2.5,0.082,26,35,0.99356,3.22,0.59,12.5,7,728
8.7,0.41,0.41,6.2,0.078,25,42,0.9953,3.24,0.77,12.6,7,729
8.9,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1,6,730
6.9,0.49,0.19,1.7,0.079,13,26,0.99547,3.38,0.64,9.8,6,731
6.4,0.39,0.33,3.3,0.046,12,53,0.99294,3.36,0.62,12.2,6,732
6.9,0.44,0,1.4,0.07,32,38,0.99438,3.32,0.58,11.4,6,733
7.6,0.78,0,1.7,0.076,33,45,0.99612,3.31,0.62,10.7,6,734
7.1,0.43,0.17,1.8,0.082,27,51,0.99634,3.49,0.64,10.4,5,735
9.3,0.49,0.36,1.7,0.081,3,14,0.99702,3.27,0.78,10.9,6,736
9.3,0.5,0.36,1.8,0.084,6,17,0.99704,3.27,0.77,10.8,6,737
8.5,0.46,0.59,1.4,0.414,16,45,0.99702,3.03,1.34,9.2,5,738
5.6,0.605,0.05,2.4,0.073,19,25,0.99258,3.56,0.55,12.9,5,739
8.3,0.33,0.42,2.3,0.07,9,20,0.99426,3.38,0.77,12.7,7,740
8.2,0.64,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1,6,741
8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,7,742
7.6,0.42,0.25,3.9,0.104,28,90,0.99784,3.15,0.57,9.1,5,743
9.9,0.53,0.57,2.4,0.093,30,52,0.9971,3.19,0.76,11.6,7,744
8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,7,745
11.6,0.23,0.57,1.8,0.074,3,8,0.9981,3.14,0.7,9.9,6,746
9.1,0.4,0.5,1.8,0.071,7,16,0.99462,3.21,0.69,12.5,8,747
8,0.38,0.44,1.9,0.098,6,15,0.9956,3.3,0.64,11.4,6,748
10.2,0.29,0.65,2.4,0.075,6,17,0.99565,3.22,0.63,11.8,6,749
8.2,0.74,0.09,2,0.067,5,10,0.99418,3.28,0.57,11.8,6,750
7.7,0.61,0.18,2.4,0.083,6,20,0.9963,3.29,0.6,10.2,6,751
6.6,0.52,0.08,2.4,0.07,13,26,0.99358,3.4,0.72,12.5,7,752
11.1,0.31,0.53,2.2,0.06,3,10,0.99572,3.02,0.83,10.9,7,753
8,0.62,0.35,2.8,0.086,28,52,0.997,3.31,0.62,10.8,5,754
9.3,0.33,0.45,1.5,0.057,19,37,0.99498,3.18,0.89,11.1,7,755
7.5,0.77,0.2,8.1,0.098,30,92,0.99892,3.2,0.58,9.2,5,756
8,0.62,0.33,2.7,0.088,16,37,0.9972,3.31,0.58,10.7,6,757
9.9,0.32,0.56,2,0.073,3,8,0.99534,3.15,0.73,11.4,6,758
8.6,0.37,0.65,6.4,0.08,3,8,0.99817,3.27,0.58,11,5,759
7.9,0.3,0.68,8.3,0.05,37.5,278,0.99316,3.01,0.51,12.3,7,760
7.9,0.3,0.68,8.3,0.05,37.5,289,0.99316,3.01,0.51,12.3,7,761
7.2,0.38,0.3,1.8,0.073,31,70,0.99685,3.42,0.59,9.5,6,762
8.7,0.42,0.45,2.4,0.072,32,59,0.99617,3.33,0.77,12,6,763
6.8,0.48,0.08,1.8,0.074,40,64,0.99529,3.12,0.49,9.6,5,764
8.5,0.34,0.4,4.7,0.055,3,9,0.99738,3.38,0.66,11.6,7,765
7.9,0.19,0.42,1.6,0.057,18,30,0.994,3.29,0.69,11.2,6,766
11.6,0.41,0.54,1.5,0.095,22,41,0.99735,3.02,0.76,9.9,7,767
11.6,0.41,0.54,1.5,0.095,22,41,0.99735,3.02,0.76,9.9,7,768
10,0.26,0.54,1.9,0.083,42,74,0.99451,2.98,0.63,11.8,8,769
7.9,0.34,0.42,2,0.086,8,19,0.99546,3.35,0.6,11.4,6,770
7,0.54,0.09,2,0.081,10,16,0.99479,3.43,0.59,11.5,6,771
9.2,0.31,0.36,2.2,0.079,11,31,0.99615,3.33,0.86,12,7,772
6.6,0.725,0.09,5.5,0.117,9,17,0.99655,3.35,0.49,10.8,6,773
6.6,0.725,0.09,5.5,0.117,9,17,0.99655,3.35,0.49,10.8,6,774
8.6,0.52,0.38,1.5,0.096,5,18,0.99666,3.2,0.52,9.4,5,775
8.4,0.34,0.42,2.1,0.072,23,36,0.99392,3.11,0.78,12.4,6,776
7.4,0.49,0.27,2.1,0.071,14,25,0.99388,3.35,0.63,12,6,777
7.4,0.49,0.27,2.1,0.071,14,25,0.99388,3.35,0.63,12,6,778
8,0.48,0.34,2.2,0.073,16,25,0.9936,3.28,0.66,12.4,6,779
6.3,0.57,0.28,2.1,0.048,13,49,0.99374,3.41,0.6,12.8,5,780
9.1,0.3,0.41,2,0.068,10,24,0.99523,3.27,0.85,11.7,7,781
8.1,0.78,0.1,3.3,0.09,4,13,0.99855,3.36,0.49,9.5,5,782
10.8,0.47,0.43,2.1,0.171,27,66,0.9982,3.17,0.76,10.8,6,783
8.3,0.53,0,1.4,0.07,6,14,0.99593,3.25,0.64,10,6,784
5.4,0.42,0.27,2,0.092,23,55,0.99471,3.78,0.64,12.3,7,785
7.9,0.33,0.41,1.5,0.056,6,35,0.99396,3.29,0.71,11,6,786
5,0.4,0.5,4.3,0.046,29,80,0.9902,3.49,0.66,13.6,6,787
7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6,788
7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6,789
7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6,790
7.1,0.39,0.12,2.1,0.065,14,24,0.99252,3.3,0.53,13.3,6,791
5.6,0.66,0,2.5,0.066,7,15,0.99256,3.52,0.58,12.9,5,792
7.9,0.54,0.34,2.5,0.076,8,17,0.99235,3.2,0.72,13.1,8,793
6.3,0.47,0,1.4,0.055,27,33,0.9922,3.45,0.48,12.3,6,794
8.8,0.24,0.35,1.7,0.055,13,27,0.99394,3.14,0.59,11.3,7,795
6.3,0.76,0,2.9,0.072,26,52,0.99379,3.51,0.6,11.5,6,796
10,0.43,0.33,2.7,0.095,28,89,0.9984,3.22,0.68,10,5,797
9.1,0.6,0,1.9,0.058,5,10,0.9977,3.18,0.63,10.4,6,798
7.4,0.36,0.34,1.8,0.075,18,38,0.9933,3.38,0.88,13.6,7,799
7.2,0.48,0.07,5.5,0.089,10,18,0.99684,3.37,0.68,11.2,7,800
8.5,0.28,0.35,1.7,0.061,6,15,0.99524,3.3,0.74,11.8,7,801
8,0.25,0.43,1.7,0.067,22,50,0.9946,3.38,0.6,11.9,6,802
10.4,0.52,0.45,2,0.08,6,13,0.99774,3.22,0.76,11.4,6,803
7.5,0.41,0.15,3.7,0.104,29,94,0.99786,3.14,0.58,9.1,5,804
8.2,0.51,0.24,2,0.079,16,86,0.99764,3.34,0.64,9.5,6,805
7.3,0.4,0.3,1.7,0.08,33,79,0.9969,3.41,0.65,9.5,6,806
8.2,0.38,0.32,2.5,0.08,24,71,0.99624,3.27,0.85,11,6,807
6.9,0.45,0.11,2.4,0.043,6,12,0.99354,3.3,0.65,11.4,6,808
7,0.22,0.3,1.8,0.065,16,20,0.99672,3.61,0.82,10,6,809
7.3,0.32,0.23,2.3,0.066,35,70,0.99588,3.43,0.62,10.1,5,810
8.2,0.2,0.43,2.5,0.076,31,51,0.99672,3.53,0.81,10.4,6,811
7.8,0.5,0.12,1.8,0.178,6,21,0.996,3.28,0.87,9.8,6,812
10,0.41,0.45,6.2,0.071,6,14,0.99702,3.21,0.49,11.8,7,813
7.8,0.39,0.42,2,0.086,9,21,0.99526,3.39,0.66,11.6,6,814
10,0.35,0.47,2,0.061,6,11,0.99585,3.23,0.52,12,6,815
6.1,0.58,0.23,2.5,0.044,16,70,0.99352,3.46,0.65,12.5,6,816
8.3,0.6,0.25,2.2,0.118,9,38,0.99616,3.15,0.53,9.8,5,817
9.6,0.42,0.35,2.1,0.083,17,38,0.99622,3.23,0.66,11.1,6,818
8.3,0.6,0.25,2.2,0.118,9,38,0.99616,3.15,0.53,9.8,5,819
8.5,0.18,0.51,1.75,0.071,45,88,0.99524,3.33,0.76,11.8,7,820
5.1,0.51,0.18,2.1,0.042,16,101,0.9924,3.46,0.87,12.9,7,821
8.5,0.32,0.42,2.3,0.075,12,19,0.99434,3.14,0.71,11.8,7,822
9,0.785,0.24,1.7,0.078,10,21,0.99692,3.29,0.67,10,5,823
8.2,0.33,0.39,2.5,0.074,29,48,0.99528,3.32,0.88,12.4,7,824
6.5,0.34,0.27,2.8,0.067,8,44,0.99384,3.21,0.56,12,6,825
7.6,0.5,0.29,2.3,0.086,5,14,0.99502,3.32,0.62,11.5,6,826
9.2,0.36,0.34,1.6,0.062,5,12,0.99667,3.2,0.67,10.5,6,827
9.7,0.42,0.46,2.1,0.074,5,16,0.99649,3.27,0.74,12.3,6,828
7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,6,829
7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,6,830
6.5,0.61,0,2.2,0.095,48,59,0.99541,3.61,0.7,11.5,6,831
6.5,0.88,0.03,5.6,0.079,23,47,0.99572,3.58,0.5,11.2,4,832
5.6,0.915,0,2.1,0.041,17,78,0.99346,3.68,0.73,11.4,5,833
8.2,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11,6,834
9.8,0.39,0.43,1.65,0.068,5,11,0.99478,3.19,0.46,11.4,5,835
6.8,0.66,0.07,1.6,0.07,16,61,0.99572,3.29,0.6,9.3,5,836
6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,5,837
6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,5,838
8.8,0.955,0.05,1.8,0.075,5,19,0.99616,3.3,0.44,9.6,4,839
9.1,0.4,0.57,4.6,0.08,6,20,0.99652,3.28,0.57,12.5,6,840
6.5,0.885,0,2.3,0.166,6,12,0.99551,3.56,0.51,10.8,5,841
7.2,0.25,0.37,2.5,0.063,11,41,0.99439,3.52,0.8,12.4,7,842
7,0.745,0.12,1.8,0.114,15,64,0.99588,3.22,0.59,9.5,6,843
6.2,0.43,0.22,1.8,0.078,21,56,0.99633,3.52,0.6,9.5,6,844
7.7,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8,6,845
7.7,0.26,0.26,2,0.052,19,77,0.9951,3.15,0.79,10.9,6,846
7.9,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5,6,847
7.7,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8,6,848
7.9,0.34,0.36,1.9,0.065,5,10,0.99419,3.27,0.54,11.2,7,849
8.6,0.42,0.39,1.8,0.068,6,12,0.99516,3.35,0.69,11.7,8,850
9.9,0.74,0.19,5.8,0.111,33,76,0.99878,3.14,0.55,9.4,5,851
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7,852
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7,853
9.9,0.72,0.55,1.7,0.136,24,52,0.99752,3.35,0.94,10,5,854
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7,855
6.2,0.39,0.43,2,0.071,14,24,0.99428,3.45,0.87,11.2,7,856
6.8,0.65,0.02,2.1,0.078,8,15,0.99498,3.35,0.62,10.4,6,857
6.8,0.65,0.02,2.1,0.078,8,15,0.99498,3.35,0.62,10.4,6,858
10.2,0.33,0.46,1.9,0.081,6,9,0.99628,3.1,0.48,10.4,6,859
7.9,0.57,0.31,2,0.079,10,79,0.99677,3.29,0.69,9.5,6,860
9,0.39,0.4,1.3,0.044,25,50,0.99478,3.2,0.83,10.9,6,861
10.9,0.32,0.52,1.8,0.132,17,44,0.99734,3.28,0.77,11.5,6,862
10.9,0.32,0.52,1.8,0.132,17,44,0.99734,3.28,0.77,11.5,6,863
12.6,0.39,0.49,2.5,0.08,8,20,0.9992,3.07,0.82,10.3,6,864
9.2,0.46,0.23,2.6,0.091,18,77,0.99922,3.15,0.51,9.4,5,865
7.5,0.58,0.03,4.1,0.08,27,46,0.99592,3.02,0.47,9.2,5,866
9,0.58,0.25,2,0.104,8,21,0.99769,3.27,0.72,9.6,5,867
5.1,0.42,0,1.8,0.044,18,88,0.99157,3.68,0.73,13.6,7,868
7.6,0.43,0.29,2.1,0.075,19,66,0.99718,3.4,0.64,9.5,5,869
7.7,0.18,0.34,2.7,0.066,15,58,0.9947,3.37,0.78,11.8,6,870
7.8,0.815,0.01,2.6,0.074,48,90,0.99621,3.38,0.62,10.8,5,871
7.6,0.43,0.29,2.1,0.075,19,66,0.99718,3.4,0.64,9.5,5,872
7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,6,873
7.8,0.55,0,1.7,0.07,7,17,0.99659,3.26,0.64,9.4,6,874
7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,6,875
8.1,0.73,0,2.5,0.081,12,24,0.99798,3.38,0.46,9.6,4,876
6.5,0.67,0,4.3,0.057,11,20,0.99488,3.45,0.56,11.8,4,877
7.5,0.61,0.2,1.7,0.076,36,60,0.99494,3.1,0.4,9.3,5,878
8.3,0.56,0.22,2.4,0.082,10,86,0.9983,3.37,0.62,9.5,5,879
7.4,0.55,0.19,1.8,0.082,15,34,0.99655,3.49,0.68,10.5,5,880
7.4,0.74,0.07,1.7,0.086,15,48,0.99502,3.12,0.48,10,5,881
7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,6,882
7.5,0.58,0.14,2.2,0.077,27,60,0.9963,3.28,0.59,9.8,5,883
7.1,0.72,0,1.8,0.123,6,14,0.99627,3.45,0.58,9.8,5,884
7.9,0.66,0,1.4,0.096,6,13,0.99569,3.43,0.58,9.5,5,885
7.8,0.7,0.06,1.9,0.079,20,35,0.99628,3.4,0.69,10.9,5,886
7.5,0.59,0.22,1.8,0.082,43,60,0.99499,3.1,0.42,9.2,5,887
7,0.58,0.28,4.8,0.085,12,69,0.99633,3.32,0.7,11,6,888
6.8,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3,6,889
8.6,0.635,0.68,1.8,0.403,19,56,0.99632,3.02,1.15,9.3,5,890
6.3,1.02,0,2,0.083,17,24,0.99437,3.59,0.55,11.2,4,891
9.8,0.45,0.38,2.5,0.081,34,66,0.99726,3.15,0.58,9.8,5,892
8.5,0.37,0.32,1.8,0.066,26,51,0.99456,3.38,0.72,11.8,6,893
7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,6,894
7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,6,895
10.4,0.43,0.5,2.3,0.068,13,19,0.996,3.1,0.87,11.4,6,896
6.9,0.41,0.31,2,0.079,21,51,0.99668,3.47,0.55,9.5,6,897
5,0.38,0.01,1.6,0.048,26,60,0.99084,3.7,0.75,14,6,898
7.3,0.44,0.2,1.6,0.049,24,64,0.9935,3.38,0.57,11.7,6,899
5.9,0.46,0,1.9,0.077,25,44,0.99385,3.5,0.53,11.2,5,900
7.5,0.58,0.2,2,0.073,34,44,0.99494,3.1,0.43,9.3,5,901
7.8,0.58,0.13,2.1,0.102,17,36,0.9944,3.24,0.53,11.2,6,902
8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5,6,903
8.5,0.4,0.4,6.3,0.05,3,10,0.99566,3.28,0.56,12,4,904
7,0.69,0,1.9,0.114,3,10,0.99636,3.35,0.6,9.7,6,905
8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5,6,906
9.8,0.3,0.39,1.7,0.062,3,9,0.9948,3.14,0.57,11.5,7,907
7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,6,908
7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,6,909
7.9,0.765,0,2,0.084,9,22,0.99619,3.33,0.68,10.9,6,910
8.7,0.63,0.28,2.7,0.096,17,69,0.99734,3.26,0.63,10.2,6,911
7,0.42,0.19,2.3,0.071,18,36,0.99476,3.39,0.56,10.9,5,912
11.3,0.37,0.5,1.8,0.09,20,47,0.99734,3.15,0.57,10.5,5,913
7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2,5,914
7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2,5,915
7.6,0.74,0,1.9,0.1,6,12,0.99521,3.36,0.59,11,5,916
8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9,6,917
5.9,0.395,0.13,2.4,0.056,14,28,0.99362,3.62,0.67,12.4,6,918
6.6,0.63,0,4.3,0.093,51,77.5,0.99558,3.2,0.45,9.5,5,919
7.2,0.53,0.14,2.1,0.064,15,29,0.99323,3.35,0.61,12.1,6,920
5.7,0.6,0,1.4,0.063,11,18,0.99191,3.45,0.56,12.2,6,921
7.6,1.58,0,2.1,0.137,5,9,0.99476,3.5,0.4,10.9,3,922
5.2,0.645,0,2.15,0.08,15,28,0.99444,3.78,0.61,12.5,6,923
6.7,0.86,0.07,2,0.1,20,57,0.99598,3.6,0.74,11.7,6,924
9.1,0.37,0.32,2.1,0.064,4,15,0.99576,3.3,0.8,11.2,6,925
7.6,0.79,0.21,2.3,0.087,21,68,0.9955,3.12,0.44,9.2,5,926
7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8,5,927
9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1,5,928
7,0.62,0.1,1.4,0.071,27,63,0.996,3.28,0.61,9.2,5,929
6.5,0.51,0.15,3,0.064,12,27,0.9929,3.33,0.59,12.8,6,930
8,1.18,0.21,1.9,0.083,14,41,0.99532,3.34,0.47,10.5,5,931
7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,6,932
5.4,0.74,0,1.2,0.041,16,46,0.99258,4.01,0.59,12.5,6,933
9.1,0.76,0.68,1.7,0.414,18,64,0.99652,2.9,1.33,9.1,6,934
5,0.74,0,1.2,0.041,16,46,0.99258,4.01,0.59,12.5,6,935
9.1,0.34,0.42,1.8,0.058,9,18,0.99392,3.18,0.55,11.4,5,936
6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6,937
6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6,938
6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6,939
6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6,940
6.5,0.52,0.11,1.8,0.073,13,38,0.9955,3.34,0.52,9.3,5,941
7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,6,942
7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,6,943
7.8,0.87,0.26,3.8,0.107,31,67,0.99668,3.26,0.46,9.2,5,944
